NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Điệp Vụ Mắt Vàng,GoldenEye,1995,PG-13PG-132h 10m,7.2/10,255K,"1,190",ActionAdventureThriller,"Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as ""GoldenEye"" and James Bond has to stop them from using it.",Martin Campbell,WritersIan Fleming(characters)Michael France(story)Jeffrey Caine(screenplay)StarsPierce BrosnanSean BeanIzabella Scorupco,536,106 65
Biển Xanh Sâu Thẳm,Deep Blue Sea,1999,RR1h 45m,5.9/10,133K,"1,196",ActionAdventureSci-Fi,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.",Renny Harlin,WritersDuncan KennedyDonna PowersWayne PowersStarsThomas JaneSaffron BurrowsSamuel L. Jackson,738,180 54
Chúa Tể Godzilla: Đế Vương Bất Tử,Godzilla: King of the Monsters,2019,C13C132h 12m,6.0/10,179K,"1,198",ActionAdventureFantasy,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",Michael Dougherty,WritersMichael Dougherty(screenplay by)Zach Shields(screenplay by)Max Borenstein(story by)StarsKyle ChandlerVera FarmigaMillie Bobby Brown,2.3K,399 48
Những Chàng Trai Ngoan,The Nice Guys,2016,C16C161h 56m,7.3/10,316K,"1,200",ActionComedyCrime,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",Shane Black,WritersShane BlackAnthony BagarozziStarsRussell CroweRyan GoslingAngourie Rice,559,457 70
Thảm Họa Hủy Diệt,Deep Impact,1998,PG-13PG-132h,6.2/10,177K,"1,203",ActionDramaSci-Fi,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.",Mimi Leder,WritersBruce Joel RubinMichael TolkinStarsRobert DuvallTéa LeoniElijah Wood,619,90 40
Transformers: Kỷ Nguyên Hủy Diệt,Transformers: Age of Extinction,2014,C13C132h 45m,5.6/10,312K,"1,214",ActionAdventureSci-Fi,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",Michael Bay,WriterEhren KrugerStarsMark WahlbergNicola Peltz BeckhamJack Reynor,1K,481 32
Vùng Đất Quỷ Dữ,Resident Evil,2002,RR1h 40m,6.6/10,268K,"1,218",ActionHorrorSci-Fi,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.",Paul W.S. Anderson,WriterPaul W.S. AndersonStarsMilla JovovichMichelle RodriguezRyan McCluskey,1.2K,228 33
Quái Thú Vô Hình,The Predator,2018,RR1h 47m,5.3/10,128K,"1,220",ActionAdventureSci-Fi,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",Shane Black,WritersFred DekkerShane BlackJim Thomas(based on characters created by)StarsBoyd HolbrookTrevante RhodesJacob Tremblay,2.7K,418 48
Nữ Sát Thủ Báo Thù,The Protégé,2021,RR1h 49m,6.1/10,30K,"1,223",ActionThriller,"Rescued as a child by the legendary assassin Moody, Anna is the world's most skilled contract killer. However, when Moody is brutally killed, she vows revenge for the man who taught her everything she knows.",Martin Campbell,WriterRichard WenkStarsMichael KeatonMaggie QSamuel L. Jackson,364,94 48
Cá Mập Siêu Bạo Chúa,The Meg,2018,C16C161h 53m,5.6/10,169K,"1,230",ActionHorrorSci-Fi,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,Jon Turteltaub,WritersDean Georgaris(screenplay by)Jon Hoeber(screenplay by)Erich Hoeber(screenplay by)StarsJason StathamBingbing LiRainn Wilson,1.6K,413 46
Vệ Sĩ Sát Thủ 2: Nhà Có Nóc,Hitman's Wife's Bodyguard,2021,C18C181h 40m,6.1/10,87K,"1,231",ActionComedyCrime,"The bodyguard, Michael Bryce, continues his friendship with assassin, Darius Kincaid, as they try to save Darius' wife Sonia.",Patrick Hughes,WritersTom O'Connor(based on characters created by)Phillip Murphy(screenplay by)Brandon Murphy(screenplay by)StarsRyan ReynoldsSamuel L. JacksonSalma Hayek,755,223 32
Quá Nhanh Quá Nguy Hiểm 3: Chinh Phục Tokyo,The Fast and the Furious: Tokyo Drift,2006,PG-13PG-131h 44m,6.0/10,268K,"1,233",ActionAdventureCrime,A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,Justin Lin,WriterChris MorganStarsLucas BlackZachery Ty BryanShad Moss,513,177 45
Khe Nứt San Andreas,San Andreas,2015,C13C131h 54m,6.0/10,234K,"1,238",ActionAdventureThriller,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",Brad Peyton,WritersCarlton Cuse(screenplay)Andre Fabrizio(story)Jeremy Passmore(story)StarsDwayne JohnsonCarla GuginoAlexandra Daddario,695,408 43
Bước Đường Cùng,Homefront,2013,RR1h 40m,6.5/10,120K,"1,245",ActionCrimeThriller,"A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.",Gary Fleder,WritersSylvester Stallone(screenplay by)Chuck Logan(based on the novel by)StarsJason StathamJames FrancoWinona Ryder,266,214 40
Siêu Điệp Viên 1: Danh Tính Của Bourne,The Bourne Identity,2002,PG-13PG-131h 59m,7.9/10,541K,"1,248",ActionMysteryThriller,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Doug Liman,WritersTony Gilroy(screenplay)W. Blake Herron(screenplay)Robert Ludlum(novel)StarsFranka PotenteMatt DamonChris Cooper,979,244 68
Batman Đại Chiến Superman: Ánh Sáng Công Lý,Batman v Superman: Dawn of Justice,2016,C16C162h 32m,6.4/10,690K,"1,250",ActionAdventureSci-Fi,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",Zack Snyder,WritersChris TerrioDavid S. GoyerBob Kane(Batman created by)StarsBen AffleckHenry CavillAmy Adams,4.1K,820 44
Phi Vụ Cuối Cùng (Kẻ Phản Bội),The Italian Job,2003,PG-13PG-131h 51m,7.0/10,364K,"1,254",ActionCrimeThriller,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.",F. Gary Gray,WritersTroy Kennedy-Martin(1969 screenplay)Donna Powers(screenplay)Wayne Powers(screenplay)StarsDonald SutherlandMark WahlbergEdward Norton,572,162 68
Hoa Mộc Lan,Mulan,2020,PG-13PG-131h 55m,5.7/10,145K,"1,263",ActionAdventureDrama,A young Chinese maiden disguises herself as a male warrior in order to save her father.,Niki Caro,WritersRick Jaffa(screenplay by)Amanda Silver(screenplay by)Lauren Hynek(screenplay by)StarsLiu YifeiDonnie YenGong Li,2.9K,259 66
Siêu Đại Chiến,Pacific Rim,2013,C13C132h 11m,6.9/10,496K,"1,272",ActionAdventureSci-Fi,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",Guillermo del Toro,WritersTravis Beacham(screenplay)Guillermo del Toro(screenplay)StarsIdris ElbaCharlie HunnamRinko Kikuchi,1.3K,603 65
Biệt Đội Đánh Thuê,The Expendables,2010,RR1h 43m,6.4/10,343K,"1,274",ActionAdventureThriller,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,Sylvester Stallone,WritersDave Callaham(screenplay)Sylvester Stallone(screenplay)StarsSylvester StalloneJason StathamJet Li,800,431 45
Không Tặc,Con Air,1997,RR1h 55m,6.9/10,297K,"1,275",ActionCrimeThriller,Newly-paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner-transport plane when the passengers seize control.,Simon West,WriterScott RosenbergStarsNicolas CageJohn CusackJohn Malkovich,462,134 52
Người Kiến & Chiến Binh Ong,Ant-Man and the Wasp,2018,C13C131h 58m,7.0/10,386K,"1,282",ActionAdventureComedy,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",Peyton Reed,WritersChris McKennaErik SommersPaul RuddStarsPaul RuddEvangeline LillyMichael Peña,1K,460 70
Quá Nhanh Quá Nguy Hiểm 4,Fast & Furious,2009,PG-13PG-131h 47m,6.5/10,284K,"1,284",ActionCrimeThriller,"Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",Justin Lin,WritersChris MorganGary Scott Thompson(characters)StarsVin DieselPaul WalkerMichelle Rodriguez,308,245 46
Người Hùng Củ Chuối 2,Kick-Ass 2,2013,RR1h 43m,6.5/10,270K,"1,290",ActionComedyCrime,"Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for.",Jeff Wadlow,WritersJeff Wadlow(screenplay)Mark Millar(comic book)John Romita Jr.(comic book)StarsAaron Taylor-JohnsonChloë Grace MoretzChristopher Mintz-Plasse,422,352 41
Chiến Binh Đèn Lồng Xanh,Green Lantern,2011,PG-13PG-131h 54m,5.5/10,283K,"1,293",ActionAdventureSci-Fi,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",Martin Campbell,WritersGreg Berlanti(screenplay)Michael Green(screenplay)Marc Guggenheim(screenplay)StarsRyan ReynoldsBlake LivelyPeter Sarsgaard,737,437 39
Biệt Đội G.I. Joe: Cuộc Chiến Mãng Xà,G.I. Joe: The Rise of Cobra,2009,PG-13PG-131h 58m,5.7/10,208K,"1,295",ActionAdventureSci-Fi,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",Stephen Sommers,WritersStuart Beattie(screenplay)David Elliot(screenplay)Paul Lovett(screenplay)StarsDennis QuaidChanning TatumMarlon Wayans,587,144 32
Ngày Kinh Hoàng,The Day After Tomorrow,2004,PG-13PG-132h 4m,6.4/10,443K,"1,298",ActionAdventureSci-Fi,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",Roland Emmerich,WritersRoland Emmerich(story)Jeffrey Nachmanoff(screenplay)StarsDennis QuaidJake GyllenhaalEmmy Rossum,1.3K,139 47
Biển Sâu Dậy Sóng,In the Heart of the Sea,2015,PG-13PG-132h 2m,6.9/10,137K,"1,299",ActionAdventureBiography,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",Ron Howard,WritersCharles Leavitt(screenplay)Rick Jaffa(story)Amanda Silver(story)StarsChris HemsworthCillian MurphyBrendan Gleeson,324,330 47
Chúng Nó Sống,They Live,1988,RR1h 34m,7.2/10,128K,"1,301",ActionHorrorSci-Fi,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.,John Carpenter,"WritersRay Nelson(short story ""Eight O'Clock in the Morning"")John Carpenter(screenplay)StarsRoddy PiperKeith DavidMeg Foster",508,225 55
G.I. JOE: Xà Nhãn Báo Thù,Snake Eyes: G.I. Joe Origins,2021,PG-13PG-132h 1m,5.3/10,37K,"1,312",ActionAdventureCrime,A G.I. Joe spin-off centered around the character of Snake Eyes.,Robert Schwentke,WritersEvan Spiliotopoulos(screenplay by)Joe Shrapnel(screenplay by)Anna Waterhouse(screenplay by)StarsHenry GoldingAndrew KojiHaruka Abe,668,138 43
Người Đỡ Đạn,Man on Fire,2004,RR2h 26m,7.7/10,359K,"1,314",ActionCrimeDrama,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",Tony Scott,WritersA.J. Quinnell(novel)Brian Helgeland(screenplay)StarsDenzel WashingtonChristopher WalkenDakota Fanning,867,158 47
Ma Tốc Độ,Ghost Rider,2007,PG-13PG-131h 50m,5.2/10,237K,"1,316",ActionFantasyThriller,"When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.",Mark Steven Johnson,WriterMark Steven Johnson(screenplay)StarsNicolas CageEva MendesSam Elliott,776,292 35
Chiến Binh Gợi Cảm,Sucker Punch,2011,PG-13PG-131h 50m,6.0/10,242K,"1,317",ActionAdventureFantasy,A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,Zack Snyder,WritersZack Snyder(screenplay)Steve Shibuya(screenplay)StarsEmily BrowningVanessa HudgensAbbie Cornish,1.1K,457 33
Tiền Định,Predestination,2014,RR1h 37m,7.4/10,279K,"1,318",ActionDramaSci-Fi,"For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",Michael Spierig,"DirectorsMichael SpierigPeter SpierigWritersMichael SpierigPeter SpierigRobert A. Heinlein(based on the short story ""All You Zombies"" by)StarsEthan HawkeSarah SnookNoah Taylor",732,260 69
Jack Reacher: Không Quay Đầu,Jack Reacher: Never Go Back,2016,C16C161h 58m,6.1/10,157K,"1,320",ActionCrimeDrama,Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name while on the run as a fugitive from the law.,Edward Zwick,WritersRichard Wenk(screenplay)Edward Zwick(screenplay)Marshall Herskovitz(screenplay)StarsTom CruiseCobie SmuldersAldis Hodge,447,304 47
Star Trek: Không Gioi Han,Star Trek Beyond,2016,C13C132h 2m,7.0/10,244K,"1,324",ActionAdventureSci-Fi,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",Justin Lin,"WritersSimon PeggDoug JungGene Roddenberry(based upon ""Star Trek"" created by)StarsChris PineZachary QuintoKarl Urban",892,486 68
Vụ Giết Người Bí Ẩn,Murder Mystery,2019,C16C161h 37m,6.0/10,125K,"1,331",ActionComedyCrime,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",Kyle Newacheck,WriterJames Vanderbilt(screenplay)StarsAdam SandlerJennifer AnistonLuke Evans,904,89 38
Những Thiên Thần Của Charlie,Charlie's Angels,2019,C16C161h 58m,4.9/10,72K,"1,333",ActionAdventureComedy,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",Elizabeth Banks,WritersElizabeth Banks(screenplay by)Evan Spiliotopoulos(story by)David Auburn(story by)StarsKristen StewartNaomi ScottElla Balinska,1.2K,191 52
Tổ Chức Bóng Đêm U.N.C.L.E.,The Man from U.N.C.L.E.,2015,C16C161h 56m,7.2/10,303K,"1,335",ActionAdventureComedy,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",Guy Ritchie,WritersGuy Ritchie(screenplay by)Lionel Wigram(screenplay by)Jeff Kleeman(story by)StarsHenry CavillArmie HammerAlicia Vikander,575,385 56
X-Men: Phượng Hoàng Bóng Tối,Dark Phoenix,2019,C16C161h 53m,5.7/10,183K,"1,338",ActionAdventureSci-Fi,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",Simon Kinberg,WriterSimon KinbergStarsJames McAvoyMichael FassbenderJennifer Lawrence,2.2K,362 43
Hành Tinh Khỉ,Planet of the Apes,2001,PG-13PG-131h 59m,5.7/10,219K,"1,340",ActionAdventureSci-Fi,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",Tim Burton,"WritersPierre Boulle(novel ""La Planète des Singes"")William Broyles Jr.(screenplay)Lawrence Konner(screenplay)StarsMark WahlbergHelena Bonham CarterTim Roth",1.4K,226 50
Cớm Học Đường,21 Jump Street,2012,RR1h 49m,7.2/10,550K,"1,344",ActionComedyCrime,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,Phil Lord,DirectorsPhil LordChristopher MillerWritersMichael Bacall(screenplay)Jonah Hill(story)Patrick Hasburgh(television series)StarsJonah HillChanning TatumIce Cube,453,384 69
Hiệp Sĩ Mù,Daredevil,2003,PG-13PG-131h 43m,5.3/10,219K,"1,352",ActionCrime,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,Mark Steven Johnson,WriterMark Steven Johnson(screenplay)StarsBen AffleckJennifer GarnerColin Farrell,1K,281 42
Huyền Thoại Hiệp Sĩ,A Knight's Tale,2001,PG-13PG-132h 12m,6.9/10,185K,"1,364",ActionAdventureRomance,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",Brian Helgeland,WriterBrian HelgelandStarsHeath LedgerMark AddyRufus Sewell,733,141 56
Bí Kíp Luyện Rồng,How to Train Your Dragon,2010,PP1h 38m,8.1/10,726K,"1,368",AnimationActionAdventure,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",Dean DeBlois,DirectorsDean DeBloisChris SandersWritersWill Davies(screenplay by)Dean DeBlois(screenplay by)Chris Sanders(screenplay by)StarsJay Baruchel(voice)Gerard Butler(voice)Christopher Mintz-Plasse(voice),705,193 75
300 Chiến Binh: Đế Chế Trỗi Dậy,300: Rise of an Empire,2014,RR1h 42m,6.2/10,299K,"1,377",ActionDrama,"Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",Noam Murro,"WritersZack Snyder(screenplay)Kurt Johnstad(screenplay)Frank Miller(graphic novel ""Xerxes"")StarsSullivan StapletonEva GreenLena Headey",666,387 48
Chuyến Tàu Tới Yuma,3:10 to Yuma,2007,RR2h 2m,7.7/10,308K,"1,379",ActionCrimeDrama,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,James Mangold,WritersHalsted Welles(screenplay)Michael Brandt(screenplay)Derek Haas(screenplay)StarsRussell CroweChristian BaleBen Foster,684,305 76
Chiến Hạm Thủ Lĩnh,Greyhound,2020,C13C131h 31m,7.0/10,94K,"1,385",ActionDramaHistory,"Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.",Aaron Schneider,"WritersTom Hanks(screenplay by)C.S. Forester(based on the novel ""The Good Shepherd"" by)StarsTom HanksElisabeth ShueStephen Graham",915,182 64
Tôi Là Huyền Thoại,I Am Legend,2007,PG-13PG-131h 41m,7.2/10,744K,"1,386",ActionDramaSci-Fi,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",Francis Lawrence,"WritersMark Protosevich(screenplay)Akiva Goldsman(screenplay)Richard Matheson(novel ""I Am Legend"")StarsWill SmithAlice BragaCharlie Tahan",1.6K,339 65
Nha Trang That Thu,Olympus Has Fallen,2013,RR1h 59m,6.5/10,274K,"1,388",ActionThriller,Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,Antoine Fuqua,WritersCreighton RothenbergerKatrin BenediktStarsGerard ButlerAaron EckhartMorgan Freeman,858,382 41
Thế Giới Ngầm 2: Tiến Hóa,Underworld: Evolution,2006,RR1h 46m,6.7/10,199K,"1,392",ActionFantasyThriller,"Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",Len Wiseman,WritersDanny McBride(screenplay)Len Wiseman(story)Kevin Grevioux(characters)StarsKate BeckinsaleScott SpeedmanBill Nighy,536,102 36
Dị Biệt: Những Kẻ Nổi Loạn,Insurgent,2015,PG-13PG-131h 59m,6.2/10,235K,"1,393",ActionAdventureSci-Fi,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,Robert Schwentke,WritersBrian Duffield(screenplay by)Akiva Goldsman(screenplay by)Mark Bomback(screenplay by)StarsShailene WoodleyAnsel ElgortTheo James,341,288 42
Thế Giới Ngầm 3: Người Sói Nổi Dậy,Underworld: Rise of the Lycans,2009,RR1h 32m,6.5/10,159K,"1,395",ActionFantasyThriller,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",Patrick Tatopoulos,WritersDanny McBride(screenplay)Dirk Blackman(screenplay)Howard McCain(screenplay)StarsRhona MitraMichael SheenBill Nighy,214,173 44
Polar: Sát Thủ Tái Xuất,Polar,2019,TV-MATV-MA1h 58m,6.3/10,88K,"1,396",ActionThriller,"A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.",Jonas Åkerlund,"WritersJayson Rothwell(screenplay by)Víctor Santos(based on the Dark Horse graphic novel ""Polar: Came from the cold"" by)StarsMads MikkelsenVanessa HudgensKatheryn Winnick",1K,112 19
Giờ Cao Điểm,Rush Hour,1998,PG-13PG-131h 38m,7.0/10,264K,"1,398",ActionComedyCrime,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",Brett Ratner,WritersRoss LaManna(story)Jim Kouf(screenplay)StarsJackie ChanChris TuckerKen Leung,390,81 60
Cuộc Đua Tử Thần,Death Race,2008,RR1h 45m,6.4/10,208K,"1,405",ActionSci-FiThriller,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,Paul W.S. Anderson,WritersPaul W.S. Anderson(screenplay)Robert Thom(1975 screenplay Death Race 2000)Charles B. Griffith(1975 screenplay Death Race 2000)StarsJason StathamJoan AllenTyrese Gibson,255,235 43
Sicario 2: Chiến Binh Mexico,Sicario: Day of the Soldado,2018,C18C182h 2m,7.1/10,145K,"1,408",ActionAdventureCrime,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.",Stefano Sollima,WriterTaylor SheridanStarsBenicio Del ToroJosh BrolinIsabela Merced,750,312 61
Những Ngày Sấm Dậy,Days of Thunder,1990,PG-13PG-131h 47m,6.0/10,88K,"1,410",ActionDramaSport,A young hot-shot stock car driver gets his chance to compete at the top level.,Tony Scott,WritersRobert Towne(story)Tom Cruise(story)StarsTom CruiseNicole KidmanRobert Duvall,153,83 60
Mẹ Con Sát Thủ,Gunpowder Milkshake,2021,RR1h 54m,6.0/10,42K,"1,418",ActionThriller,Three generations of women fight back against those who could take everything from them.,Navot Papushado,WritersNavot PapushadoEhud LavskiStarsKaren GillanLena HeadeyCarla Gugino,743,160 47
Thành Phố Tội Ác 2,Sin City: A Dame to Kill For,2014,RR1h 42m,6.5/10,161K,"1,419",ActionCrimeThriller,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,Frank Miller,DirectorsFrank MillerRobert RodriguezWriterFrank Miller(graphic novels)StarsMickey RourkeJessica AlbaJosh Brolin,287,361 46
Vàng,Gold,2022,RR1h 37m,5.4/10,7.3K,"1,425",ActionThriller,"In the not too distant future, a drifter (Zac Efron) travelling through the desert discovers the largest gold nugget ever found. He must guard it from thieves amid harsh conditions and wild dogs while waiting for his partner to return.",Anthony Hayes,WritersAnthony HayesPolly SmythStarsZac EfronAkuol NgotThiik Biar,243,56 48
Huyền Thoại Riddick,The Chronicles of Riddick,2004,RR1h 59m,6.6/10,227K,"1,428",ActionAdventureSci-Fi,"The wanted criminal Richard Bruno Riddick (Vin Diesel) arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.",David Twohy,WritersJim Wheat(characters)Ken Wheat(characters)David TwohyStarsVin DieselJudi DenchColm Feore,717,104 38
Hoa Hậu FBI,Miss Congeniality,2000,PG-13PG-131h 49m,6.3/10,207K,"1,430",ActionComedyCrime,An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,Donald Petrie,WritersMarc LawrenceKatie FordCaryn LucasStarsSandra BullockMichael CaineBenjamin Bratt,428,107 43
Warcraft: Đại Chiến Hai Thế Giới,Warcraft,2016,C16C162h 3m,6.7/10,261K,"1,438",ActionAdventureFantasy,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",Duncan Jones,WritersCharles LeavittDuncan JonesStarsTravis FimmelPaula PattonBen Foster,1K,372 32
Tomb Raider: Kẻ Cướp Lăng Mộ,Lara Croft: Tomb Raider,2001,PG-13PG-131h 40m,5.7/10,208K,"1,440",ActionAdventureFantasy,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,Simon West,WritersSara B. Cooper(story)Mike Werb(story)Michael Colleary(story)StarsAngelina JolieJon VoightIain Glen,873,198 33
Người Anh Hùng Barbarian,Conan the Barbarian,2011,RR1h 53m,5.1/10,99K,"1,441",ActionAdventureFantasy,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,Marcus Nispel,WritersThomas Dean DonnellyJoshua OppenheimerSean HoodStarsJason MomoaRon PerlmanRose McGowan,404,313 36
Cảnh Sát Giữ Trẻ,Kindergarten Cop,1990,PP1h 51m,6.2/10,148K,"1,442",ActionComedyCrime,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.",Ivan Reitman,WritersMurray Salem(story)Herschel Weingrod(screenplay)Timothy Harris(screenplay)StarsArnold SchwarzeneggerPenelope Ann MillerPamela Reed,166,58 61
Đêm Chơi Nhớ Đời,Game Night,2018,C18C181h 40m,6.9/10,232K,"1,443",ActionAdventureComedy,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,John Francis Daley,DirectorsJohn Francis DaleyJonathan GoldsteinWriterMark PerezStarsJason BatemanRachel McAdamsKyle Chandler,662,308 66
Điệp Viên Nhí,Spy Kids,2001,PGPG1h 28m,5.6/10,117K,"1,444",ActionAdventureComedy,"Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.",Robert Rodriguez,WriterRobert RodriguezStarsAlexa PenaVegaDaryl SabaraAntonio Banderas,237,122 71
Rambo 4: Người Hùng Cuối Cùng,Rambo,2008,RR1h 32m,7.0/10,230K,"1,453",ActionAdventureThriller,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",Sylvester Stallone,WritersArt MonterastelliSylvester StalloneDavid Morrell(character)StarsSylvester StalloneJulie BenzMatthew Marsden,818,187 46
Đảo Vô Hình,The Island,2005,PG-13PG-132h 16m,6.8/10,315K,"1,454",ActionSci-FiThriller,"A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth.",Michael Bay,WritersCaspian Tredwell-Owen(story by)Alex Kurtzman(screenplay by)Roberto Orci(screenplay by)StarsScarlett JohanssonEwan McGregorDjimon Hounsou,1K,261 50
