NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Ký Sinh Trùng,Gisaengchung,2019,C18C182h 12m,8.5/10,757K,193,ComedyDramaThriller,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Bong Joon Ho,WritersBong Joon Ho(story by)Han Jin-won(screenplay by)StarsSong Kang-hoSun-kyun LeeCho Yeo-jeong,3.4K,604 96
Trở Lại Năm Tốt Nghiệp,Senior Year,2022,C18C181h 51m,5.5/10,34K,197,ComedyDrama,"A cheerleading stunt gone wrong landed her in a 20-year coma. Now she's 37, newly awake and ready to live out her high school dream: becoming prom queen.",Alex Hardcastle,WritersAndrew Knauer(screenplay by)Arthur Pielli(screenplay by)Brandon Scott Jones(screenplay by)StarsRebel WilsonAngourie RiceMary Holland,444,69 47
Ông Vua Đảo Staten,The King of Staten Island,2020,RR2h 16m,7.1/10,65K,219,ComedyDrama,Scott has been a case of arrested development since his firefighter dad died. He spends his days smoking weed and dreaming of being a tattoo artist until events force him to grapple with his grief and take his first steps forward in life.,Judd Apatow,WritersJudd ApatowPete DavidsonDave SirusStarsPete DavidsonBel PowleyRicky Velez,541,187 67
Mười Sáu Ngọn Nến,Sixteen Candles,1984,PGPG1h 33m,7.0/10,115K,233,ComedyRomance,"A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible.",John Hughes,WriterJohn HughesStarsMolly RingwaldAnthony Michael HallJustin Henry,231,103 61
Tờ Báo Công Văn Pháp,The French Dispatch,2021,RR1h 47m,7.2/10,111K,236,ComedyDramaRomance,"A love letter to journalists set in an outpost of an American newspaper in a fictional twentieth century French city that brings to life a collection of stories published in ""The French Dispatch Magazine"".",Wes Anderson,WritersWes Anderson(screenplay by)Roman Coppola(story by)Hugo Guinness(story by)StarsBenicio Del ToroAdrien BrodyTilda Swinton,603,260 74
Vũ Nữ Thoát Y,Hustlers,2019,RR1h 50m,6.3/10,98K,268,ComedyCrimeDrama,"Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",Lorene Scafaria,"WritersLorene ScafariaJessica Pressler(inspired by the article published by New York Magazine entitled ""The Hustlers at Scores"" written by)StarsConstance WuJennifer LopezJulia Stiles",655,278 79
Chúng Ta Làm Gì Trong Bóng Tối,What We Do in the Shadows,2014,RR1h 26m,7.6/10,180K,282,ComedyHorror,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",Jemaine Clement,DirectorsJemaine ClementTaika WaititiWritersJemaine ClementTaika WaititiStarsJemaine ClementTaika WaititiCori Gonzalez-Macuer,400,316 76
Cảm Hứng,Grease,1978,PGPG1h 50m,7.2/10,266K,295,ComedyMusicalRomance,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",Randal Kleiser,WritersJim Jacobs(based on the original musical by)Warren Casey(based on the original musical by)Bronte Woodard(screenplay by)StarsJohn TravoltaOlivia Newton-JohnStockard Channing,476,114 70
Dân Chơi,Clerks,1994,RR1h 32m,7.7/10,221K,300,Comedy,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Kevin Smith,WriterKevin SmithStarsBrian O'HalloranJeff AndersonMarilyn Ghigliotti,668,125 70
Những Cô Nàng Da Trắng,White Chicks,2004,PG-13PG-131h 49m,5.7/10,144K,326,ComedyCrime,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.,Keenen Ivory Wayans,WritersKeenen Ivory Wayans(screenplay)Shawn Wayans(screenplay)Marlon Wayans(screenplay)StarsMarlon WayansShawn WayansBusy Philipps,370,75 41
Cao Độ Hoàn Hảo,Pitch Perfect,2012,PG-13PG-131h 52m,7.1/10,302K,332,ComedyMusicRomance,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",Jason Moore,WritersKay Cannon(screenplay)Mickey Rapkin(based on the book by)StarsAnna KendrickBrittany SnowRebel Wilson,375,239 66
Phim Kinh Dị,Scary Movie,2000,RR1h 28m,6.2/10,257K,340,Comedy,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",Keenen Ivory Wayans,WritersShawn WayansMarlon WayansBuddy JohnsonStarsAnna FarisJon AbrahamsMarlon Wayans,997,98 48
Học Viện Cảnh Sát,Police Academy,1984,RR1h 36m,6.7/10,125K,383,Comedy,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks.",Hugh Wilson,WritersNeal Israel(screenplay)Pat Proft(screenplay)Hugh Wilson(screenplay)StarsSteve GuttenbergG.W. BaileyKim Cattrall,199,67 41
Tên Trộm Nữ Trang,Snatch,2000,RR1h 44m,8.3/10,842K,386,ComedyCrime,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Guy Ritchie,WriterGuy RitchieStarsJason StathamBrad PittStephen Graham,918,169 55
Rơi Vào Bẫy Tình,Clueless,1995,PG-13PG-131h 37m,6.9/10,212K,416,ComedyRomance,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",Amy Heckerling,WriterAmy HeckerlingStarsAlicia SilverstoneStacey DashBrittany Murphy,392,108 68
Hội Điểm Tâm,The Breakfast Club,1985,RR1h 37m,7.8/10,390K,417,ComedyDrama,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,John Hughes,WriterJohn HughesStarsEmilio EstevezJudd NelsonMolly Ringwald,987,155 66
Bá Tước Lebowski,The Big Lebowski,1998,RR1h 57m,8.1/10,796K,422,ComedyCrime,"Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife.",Joel Coen,DirectorsJoel CoenEthan Coen(uncredited)WritersEthan CoenJoel CoenStarsJeff BridgesJohn GoodmanJulianne Moore,1.4K,202 71
Buổi Diễn Của Truman,The Truman Show,1998,PGPG1h 43m,8.2/10,1M,434,ComedyDrama,An insurance salesman discovers his whole life is actually a reality TV show.,Peter Weir,WriterAndrew NiccolStarsJim CarreyEd HarrisLaura Linney,1.3K,251 90
Bay Lên Trời Cao,Up in the Air,2009,RR1h 49m,7.4/10,333K,438,ComedyDramaRomance,"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model.",Jason Reitman,WritersWalter Kirn(novel)Jason Reitman(screenplay)Sheldon Turner(screenplay)StarsGeorge ClooneyVera FarmigaAnna Kendrick,577,409 83
Con Nhà Siêu Giàu Châu Á,Crazy Rich Asians,2018,C16C162h,6.9/10,169K,448,ComedyDramaRomance,"This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",Jon M. Chu,"WritersPeter Chiarelli(screenplay by)Adele Lim(screenplay by)Kevin Kwan(based on the novel ""Crazy Rich Asians"" by)StarsConstance WuHenry GoldingMichelle Yeoh",1.2K,260 74
Những Đứa Trẻ to Xác,Grown Ups,2010,PG-13PG-131h 42m,5.9/10,249K,460,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Dennis Dugan,WritersAdam SandlerFred WolfStarsAdam SandlerSalma HayekKevin James,427,181 30
10 Điều Em Ghét Anh,10 Things I Hate About You,1999,PG-13PG-131h 37m,7.3/10,334K,462,ComedyDramaRomance,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.",Gil Junger,"WritersKaren McCullahKirsten SmithWilliam Shakespeare(play ""The Taming of the Shrew"")StarsHeath LedgerJulia StilesJoseph Gordon-Levitt",692,120 70
Đã Đến Lúc,About Time,2013,RR2h 3m,7.8/10,341K,493,ComedyDramaFantasy,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Richard Curtis,WriterRichard CurtisStarsDomhnall GleesonRachel McAdamsBill Nighy,840,279 55
Napoleon Dynamite: Cuộc Sống Mới,Napoleon Dynamite,2004,PGPG1h 36m,6.9/10,217K,496,Comedy,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",Jared Hess,WritersJared HessJerusha HessStarsJon HederEfren RamirezJon Gries,1.6K,210 64
Ở Nhà Một Mình,Home Alone,1990,PP1h 43m,7.7/10,556K,503,ComedyFamily,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,Chris Columbus,WriterJohn HughesStarsMacaulay CulkinJoe PesciDaniel Stern,581,110 63
Kinh Doanh Mạo Hiểm,Risky Business,1983,RR1h 39m,6.8/10,90K,506,ComedyCrimeDrama,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",Paul Brickman,WriterPaul BrickmanStarsTom CruiseRebecca De MornayJoe Pantoliano,221,70 75
Đứa Trẻ Đường Phố,Annie,1982,PGPG2h 6m,6.6/10,45K,535,ComedyDramaFamily,"A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage.",John Huston,WritersCarol Sobieski(screenplay)Thomas Meehan(book of the stage play)Martin Charnin(play)StarsAileen QuinnAlbert FinneyCarol Burnett,165,45 39
Yêu Thực Sự,Love Actually,2003,RR2h 15m,7.6/10,476K,542,ComedyDramaRomance,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",Richard Curtis,WriterRichard CurtisStarsHugh GrantMartine McCutcheonLiam Neeson,1.2K,237 55
Ba Chàng Ngự Lâm,The Hangover,2009,RR1h 40m,7.7/10,772K,562,Comedy,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",Todd Phillips,WritersJon LucasScott MooreStarsZach GalifianakisBradley CooperJustin Bartha,806,342 73
Khuôn Mặt Hài Hước,Funny Face,1957,Not RatedNot Rated1h 43m,7.0/10,30K,573,ComedyMusicalRomance,An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.,Stanley Donen,WriterLeonard GersheStarsAudrey HepburnFred AstaireKay Thompson,174,76 75
Những Kẻ Khờ Mộng Mơ,La La Land,2016,PP2h 8m,8.0/10,571K,579,ComedyDramaMusic,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",Damien Chazelle,WriterDamien ChazelleStarsRyan GoslingEmma StoneRosemarie DeWitt,2K,709 94
Gia Đình Bá Đạo,We're the Millers,2013,RR1h 50m,7.0/10,443K,583,ComedyCrime,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,Rawson Marshall Thurber,WritersBob Fisher(screenplay)Steve Faber(screenplay)Sean Anders(screenplay)StarsJason SudeikisJennifer AnistonEmma Roberts,462,291 44
Phù Dâu,Bridesmaids,2011,RR2h 5m,6.8/10,290K,586,ComedyRomance,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",Paul Feig,WritersKristen WiigAnnie MumoloStarsKristen WiigMaya RudolphRose Byrne,633,380 75
Chuyến Bay Tình Yêu,Airplane!,1980,PGPG1h 28m,7.7/10,236K,600,Comedy,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,Jim Abrahams,DirectorsJim AbrahamsDavid ZuckerJerry ZuckerWritersJim Abrahams(written for the screen by)David Zucker(written for the screen by)Jerry Zucker(written for the screen by)StarsRobert HaysJulie HagertyLeslie Nielsen,577,142 78
Người Đàn Bà Đẹp,Pretty Woman,1990,RR1h 59m,7.1/10,319K,605,ComedyRomance,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",Garry Marshall,WriterJ.F. LawtonStarsRichard GereJulia RobertsJason Alexander,406,91 51
Lời Thỉnh Cầu Bí Ẩn,A Simple Favor,2018,C18C181h 57m,6.8/10,147K,627,ComedyCrimeMystery,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",Paul Feig,WritersDarcey Bell(based upon the novel by)Jessica Sharzer(screenplay by)StarsAnna KendrickBlake LivelyHenry Golding,912,302 67
Ca Sĩ Đám Cưới,The Wedding Singer,1998,PG-13PG-131h 37m,6.9/10,149K,629,ComedyMusicRomance,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",Frank Coraci,WriterTim HerlihyStarsAdam SandlerDrew BarrymoreChristine Taylor,393,99 59
Yêu Điên Dại,"Crazy, Stupid, Love.",2011,PG-13PG-131h 58m,7.4/10,513K,648,ComedyDramaRomance,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",Glenn Ficarra,DirectorsGlenn FicarraJohn RequaWriterDan FogelmanStarsSteve CarellRyan GoslingJulianne Moore,465,316 68
Yêu Nữ Thích Hàng Hiệu,The Devil Wears Prada,2006,PG-13PG-131h 49m,6.9/10,410K,663,ComedyDrama,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",David Frankel,WritersAline Brosh McKenna(screenplay)Lauren Weisberger(novel)StarsAnne HathawayMeryl StreepAdrian Grenier,798,198 62
Sức Nóng Jennifer,Jennifer's Body,2009,RR1h 42m,5.4/10,132K,682,ComedyHorror,A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,Karyn Kusama,WriterDiablo CodyStarsMegan FoxAmanda SeyfriedAdam Brody,428,315 47
Lời Cầu Hôn,The Proposal,2009,PG-13PG-131h 48m,6.7/10,324K,688,ComedyDramaRomance,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,Anne Fletcher,WriterPeter ChiarelliStarsSandra BullockRyan ReynoldsMary Steenburgen,397,228 48
"Vợ, Người Yêu, Người Tình",The Other Woman,2014,PG-13PG-131h 49m,6.0/10,140K,703,ComedyRomance,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",Nick Cassavetes,WriterMelissa K. StackStarsCameron DiazLeslie MannKate Upton,256,224 39
Huyền Thoại Ron Burgundy,Anchorman: The Legend of Ron Burgundy,2004,PG-13PG-131h 34m,7.1/10,353K,720,Comedy,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",Adam McKay,WritersWill FerrellAdam McKayStarsWill FerrellChristina ApplegateSteve Carell,659,169 63
Trường Quay Bong Bóng,The Bubble,2022,C18C182h 6m,4.7/10,22K,742,Comedy,A group of actors and actresses stuck inside a pandemic bubble at a hotel attempts to complete a film.,Judd Apatow,WritersJudd ApatowPam BradyStarsHarry TrevaldwynSamson KayoPeter Serafinowicz,515,90 34
Đêm Trước Lễ Tốt Nghiệp,Booksmart,2019,RR1h 42m,7.1/10,116K,745,Comedy,"On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.",Olivia Wilde,WritersEmily HalpernSarah HaskinsSusanna FogelStarsKaitlyn DeverBeanie FeldsteinJessica Williams,797,283 84
48 Tiếng Điên Cuồng,Zola,2020,RR1h 26m,6.5/10,13K,749,ComedyCrimeDrama,A stripper named Zola embarks on a wild road trip to Florida.,Janicza Bravo,WritersJanicza Bravo(screenplay by)Jeremy O. Harris(screenplay by)A'Ziah King(based on the tweets by)StarsTaylour PaigeRiley KeoughNicholas Braun,138,122 76
Cô Bé Matilda,Matilda,1996,PP1h 38m,6.9/10,148K,760,ComedyFamilyFantasy,"A girl gifted with a keen intellect and psychic powers uses both to deal with her crude, distant family and free her kind teacher from their sadistic headmistress.",Danny DeVito,WritersRoald Dahl(book)Nicholas Kazan(screenplay)Robin Swicord(screenplay)StarsDanny DeVitoRhea PerlmanMara Wilson,234,52 72
Bùng Cháy,Burnt,2015,RR1h 41m,6.6/10,117K,763,ComedyDrama,"Adam Jones is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",John Wells,WritersSteven Knight(screenplay)Michael Kalesniko(story)StarsBradley CooperSienna MillerDaniel Brühl,234,197 42
Mamma Mia! Giai Điệu Hạnh Phúc,Mamma Mia!,2008,PG-13PG-131h 48m,6.4/10,241K,781,ComedyMusicalRomance,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,Phyllida Lloyd,WriterCatherine Johnson(screenplay)StarsMeryl StreepPierce BrosnanAmanda Seyfried,839,170 51
Quản Lý Và Người Tình,Jerry Maguire,1996,RR2h 19m,7.3/10,263K,785,ComedyDramaRomance,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",Cameron Crowe,WriterCameron CroweStarsTom CruiseCuba Gooding Jr.Renée Zellweger,402,125 77
Những Đứa Trẻ to Xác 2,Grown Ups 2,2013,PG-13PG-131h 41m,5.3/10,153K,849,Comedy,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.",Dennis Dugan,WritersFred Wolf(based on characters created by)Adam Sandler(based on characters created by)Tim HerlihyStarsAdam SandlerKevin JamesChris Rock,365,140 19
Siêu Ngốc Gặp Nhau,Dumb and Dumber,1994,PG-13PG-131h 47m,7.3/10,380K,861,Comedy,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",Peter Farrelly,DirectorsPeter FarrellyBobby Farrelly(uncredited)WritersPeter FarrellyBennett YellinBobby FarrellyStarsJim CarreyJeff DanielsLauren Holly,517,81 41
Cuộc Sống Tươi Đẹp,La vita è bella,1997,PG-13PG-131h 56m,8.6/10,681K,865,ComedyDramaRomance,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",Roberto Benigni,WritersVincenzo Cerami(story by)Roberto Benigni(story by)StarsRoberto BenigniNicoletta BraschiGiorgio Cantarini,1.4K,154 59
Kế Hoạch Giết Dượng,Thoroughbreds,2017,RR1h 32m,6.6/10,42K,878,ComedyCrimeDrama,"Two upper-class teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. Together, they hatch a plan to solve both of their problems-no matter what the cost.",Cory Finley,WriterCory FinleyStarsOlivia CookeAnya Taylor-JoyAnton Yelchin,226,182 75
500 Ngày Yêu,(500) Days of Summer,2009,PG-13PG-131h 35m,7.7/10,507K,882,ComedyDramaRomance,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",Marc Webb,WritersScott NeustadterMichael H. WeberStarsZooey DeschanelJoseph Gordon-LevittGeoffrey Arend,716,347 76
Cô Vợ Hờ,Just Go with It,2011,PG-13PG-131h 57m,6.4/10,242K,889,ComedyRomance,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",Dennis Dugan,"WritersAllan Loeb(screenplay)Timothy Dowling(screenplay)I.A.L. Diamond(screenplay ""Cactus Flower"")StarsAdam SandlerJennifer AnistonBrooklyn Decker",328,200 33
